item,link,text
2024-0986,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=6877359&GUID=5644B7C7-B71E-4B0B-9264-F17C6A214492&Options=&Search=,"Title
Resolution reappointment of Aftyn Giles as a Member of the Clean Pittsburgh Commission with a term to expire September 1, 2028.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council"
2025-1668,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269905&GUID=3A5438CB-16CA-41F3-AD03-70A394C594A7&Options=&Search=,"title
Resolution reappointing Janet Evans, as a Member of the Housing Authority of City of Pittsburgh Board of Directors with a term to expire December 31, 2029.
  body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
2025-1634,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263463&GUID=72E07D81-152C-4980-BC54-E14C83EE3984&Options=&Search=,"title
Resolution repealing an item in Resolution Number 512 of 2022, effective date September 23, 2022, in order to rescind the sale.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The following item in Resolution Number 512 of 2022, effective date September 23, 2022, authorizing the sale of a property in the Nineteenth Ward of the City of Pittsburgh, in accordance with Act No. 171 of 1984, is hereby repealed.  The hand money is to be refunded. Item A: 136 Bodkin Street.
  (A)
Parys Durham
2 STY STN-ALUM SDG HSE
PURCHASE PRICE: $40,000.00
Residential Rehab - Rental
LOT: LOT 50 X AVG 101 X 55
LOCATION: 136 Bodkin Street
ACQUIRED: April 29, 2016 T/S# 349
WARD: 19 BLOCK & LOT: 62-K-200
COUNCIL DISTRICT: 4"
2025-1667,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269904&GUID=A88FC65B-1E62-4982-A828-D8FBBCB82A28&Options=&Search=,"title
Resolution authorizing the issuance of a warrant in favor of Mohammed Burny for tuition reimbursement for an amount not to exceed THIRTY-THREE THOUSAND TWO HUNDRED NINETY-TWO DOLLARS ($33,292.00) over one year.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Mohammed Burny for tuition reimbursement for an amount not to exceed THIRTY-THREE THOUSAND TWO HUNDRED NINETY-TWO DOLLARS ($33,292.00) over one year, charging and payable from 11101.101100.52.52602.2025."
2025-1675,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7271136&GUID=36D02149-A08B-4D6D-A09C-CAF0FDD3EFEF&Options=&Search=,"title
Resolution providing for the sale of certain property, in the 23rd Ward, in the First (1st) Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The City Solicitor is hereby authorized to petition the Court of Common Pleas of Allegheny County for the sale of the following property, acquired at tax sale in accordance with Act No. 171 of 1984.  The advertisement of sale and deed to contain a stipulation that the property is being sold subject to all zoning, building and subdivision laws and ordinances, and the cost of the Court proceedings to be paid from Special Trust Fund, Three Taxing Bodies.  Any and All properties contained in this Resolution may be the subject of advertising for sale by the Finance Department.
  East Side Property c/o Linda Handley
PURCHASE PRICE: Three Thousand Seven Hundred Fifty-five Dollars and No Cents ($3,755.00)
Green Space & Parking - Residential
LOT: 22.60 X AVG 69.68
LOCATION: 0 Itin Street (COUNCIL DISTRICT: 1)
ACQUIRED: December 18, 2020 T/S# 106
WARD: 23 BLOCK & LOT: 24-F-44
COUNCIL DISTRICT: 1
  Section 2.                     Any Resolutions or Ordinances inconsistent with the provisions of this Resolution are hereby repealed to the extent of the conflict or inconsistency."
2025-1687,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285463&GUID=173EA5EA-AEE4-47A5-A17B-CD8F8FFA921D&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024, charging same to Code 11101.108000.58.58105.2025."
2025-1691,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285467&GUID=D4919C3D-3EB2-4067-82D8-21815370617A&Options=&Search=,"title
Resolution transferring the amount of thirty-three thousand two hundred ninety-two dollars ($33,292.00) within the 2025 Operating Budget from City Council Districts Salaries & Wages, Regular to City Council Districts Employee Benefits for the purpose of tuition reimbursement.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Controller and the Office of Management and Budget are hereby authorized and directed to transfer a total of thirty-three thousand two hundred ninety-two dollars ($33,292.00)
  From:
City Council Districts Salaries & Wages, Regular, JDE Account Number 11101.101100.51.51101.2025, subledger D1
  To:
City Council Districts Employee Benefits, JDE Account Number 11101.101100.52.52602.2025"
0013-2025,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7298071&GUID=AEA02633-5FBB-4D64-B6DD-4447584F649F&Options=&Search=,"Title
P-Cards"
2025-1531,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7147485&GUID=4EB7492E-402D-4ADA-95C9-4FA91CF906DA&Options=&Search=,"Title
Resolution authorizing the Mayor and the Director of the Department of Public Safety to enter into a Clinical Affiliation Agreement with Community College of Allegheny County to enact a precepting program, allowing students to learn professional skills from City employees in the Bureau of Emergency Medical Services for training and educational purposes, at zero cost to the City.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Public Safety, on behalf of the City, are authorized to enter into a Clinical Affiliation Agreement with Community College of Allegheny County to allow students to learn professional skills from City employees in the Bureau of Emergency Medical Services for training and educational purposes, at zero cost to the City.
  Section 2.                      The Clinical Affiliation Agreement shall be subject to the City Solicitor’s approval as to form."
2025-1689,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285465&GUID=984D819B-03BC-4256-B178-5427015C767D&Options=&Search=,"title
Resolution amending resolution No. 803 of 2024, entitled “Resolution authorizing the Mayor of the City of Pittsburgh, and the Director of the Office of Management and Budget to apply for a grant from Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the Penn Avenue Lighting project. The grant proposal includes an ask of FOUR HUNDRED SIXTY ONE THOUSAND EIGHT HUNDRED FIFTY SIX DOLLARS ($461,856.00) dollars for this stated purpose.” to accept the grant, reduce the grant amount and authorize necessary expenditures.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution No. 803 of 2024, entitled “Resolution authorizing the Mayor of the City of Pittsburgh, and the Director of the Office of Management and Budget to apply for a grant from Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the Penn Avenue Lighting project. The grant proposal includes an ask of FOUR HUNDRED SIXTY ONE THOUSAND EIGHT HUNDRED FIFTY SIX DOLLARS ($461,856.00) dollars for this stated purpose.” is hereby amended as follows:
  Section 1.                     The Mayor, the Director of the office of Management and Budget and the Director of the Department of Mobility and Infrastructure are authorized to enter into an Agreement or Agreements with the Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the AI Corridor Penn Avenue Lighting Project in the amount not to exceed of FOUR HUNDRED FIFTY THOUSAND ($450,000.00) dollars. Monies from the grant agreement shall be deposited into Grants Trust Fund account 6029400514.455247.00.
  Section 2.                     The Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure are further authorized to follow regular procurement processes to make all legitimate expenditures required by said Agreement(s) as outlined in Section 1. Said expenditures shall not exceed FOUR HUNDRED FIFTY THOUSAND ($450,000.00) dollars, chargeable to and payable from the appropriate expense account in the Grants Trust Fund, job number 6029400514."
