item,link,text
2024-1346,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7059546&GUID=5C7EADC3-5B93-4213-A34C-9415521F767A&Options=&Search=,"title
Resolution appointing Jesse DiRenna as a Member of the Commission on Infrastructure Asset Reporting and Investment with a term to expire July 3, 2027.
  body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
2024-1346,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7059546&GUID=5C7EADC3-5B93-4213-A34C-9415521F767A&Options=&Search=,"title
Resolution appointing Jesse DiRenna as a Member of the Commission on Infrastructure Asset Reporting and Investment with a term to expire July 3, 2027.
  body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
2025-1572,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7247167&GUID=03961ECA-C46D-4AF6-9771-96F5FEA4C87B&Options=&Search=,"Title
Resolution authorizing the City of Pittsburgh to accept the sum of THREE HUNDRED SIXTEEN THOUSAND THREE HUNDRED SIXTY-SEVEN DOLLARS AND ZERO CENTS ($316,367.00), in full and final settlement of litigation, filed in the Allegheny County Court of Common Pleas at G.D. 24-004792, involving the Finland Street Pedestrian Bridge.
(Executive Session held 3/4/25)
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to approve and the City Controller to countersign a payment in favor of the City of Pittsburgh in the sum of THREE HUNDRED SIXTEEN THOUSAND THREE HUNDRED SIXTY-SEVEN DOLLARS AND ZERO CENTS ($316,367.00), in full and final settlement of litigation, filed in the Allegheny County Court of Common Pleas at G.D. 24-004792, involving the Finland Street Pedestrian Bridge. To be deposited into 6031010225.44109.00."
2025-1660,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269897&GUID=9E36E2D1-9527-47FB-A595-5591055C981C&Options=&Search=,"title
Resolution authorizing the issuance of two (2) warrants with the total sum of THIRTY-TWO THOUSAND DOLLARS AND ZERO CENTS ($32,000.00) over one (1) year. It is further understood and agreed that the payment schedule of the total settlement amount shall be as follows: (i) SIXTEEN THOUSAND DOLLARS AND ZERO CENTS ($16,000.00) payable to Scott Alan Beatty; (ii) SIXTEEN THOUSAND DOLLARS AND ZERO CENTS ($16,000.00) payable to Samuel J. Cordes, Esq., in full and final settlement of litigation, filed in the United States District Court for the Western District Court of Pennsylvania at 2:24-cv-01582.
(Executive Session held 3/25/25)
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1:                     The Mayor is hereby authorized to issue and the City Controller to countersign two (2) warrants with the total sum of THIRTY-TWO THOUSAND DOLLARS AND ZERO CENTS ($32,000.00) over one (1) year. It is further understood and agreed that the payment schedule of the total settlement amount shall be as follows: (i) SIXTEEN THOUSAND DOLLARS AND ZERO CENTS ($16,000.00) payable to Scott Alan Beatty; (ii) SIXTEEN THOUSAND DOLLARS AND ZERO CENTS ($16,000.00) payable to Samuel J. Cordes, Esq., in full and final settlement of litigation, filed in the United States District Court for the Western District Court of Pennsylvania at 2:24-cv-01582, charging and payable from 11101.108000.58.58105.2025."
2025-1661,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269898&GUID=DD906CCF-E031-42F9-894C-246818048A9B&Options=&Search=,"Title
Resolution authorizing the Mayor and the Director of the Office of Management and Budget to enter into an Agreement or Agreements with USI Insurance Services for insurance brokerage services for all necessary policy types. This shall be a no-cost agreement with a term of three years with two one-year options to extend.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Office of Management and Budget, on behalf of the City of Pittsburgh, are hereby authorized to enter into an Agreement or Agreements with USI Insurance Services for insurance brokerage services for all policy types. There will be no direct costs associated with this agreement. The term of this agreement shall be for three years, with two one-year options to extend.
  Section 2.                     Any policies purchased under the terms of this agreement shall be paid directly to the insurance carriers from the appropriate budget lines.
  Section 3.                     Said Agreement or Agreements shall be approved by the City Solicitor as to form and substance."
2025-1662,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269899&GUID=D08321E4-85BE-4086-9ED1-CBF5A9CA0C04&Options=&Search=,"Title
Resolution amending Resolution No. 924 of 2024, effective December 18, 2024, entitled “Resolution adopting and approving the 2025 Capital Budget, the proposed 2025 Community Development Program, and the 2025 through 2030 Capital Improvement Program” by increasing LIBERTY AVENUE (HSIP) by One Million Sixty Three Thousand Three Hundred Thirty-Three Dollars and Thirty Cents ($1,063,333.30) to account for additional Federal Highway Administration funding being received by the City of Pittsburgh.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1:                     Resolution No. 924 of 2024, effective December 18, 2024, which presently reads as per Current Budget Amount, is hereby amended to read as per Revised Budget Amount.
    Fund
Job
Project
Deliverable
Dept.
Current Budget Amount
Change
Revised Budget Amount
40114
6090100225
LIBERTY AVENUE (HSIP)
LIBERTY AVE - CONSTRUCTION (HSIP)
DOMI
$1,404,000.00
$583,333.30
$1,987,333.30
40114
6090100325
LIBERTY AVENUE (HSIP)
LIBERTY AVE - RIGHT OF WAY ACQUISITION (HSIP)
DOMI
$0.00
$480,00.00
$480,000.00"
2025-1667,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269904&GUID=A88FC65B-1E62-4982-A828-D8FBBCB82A28&Options=&Search=,"title
Resolution authorizing the issuance of a warrant in favor of Mohammed Burny for tuition reimbursement for an amount not to exceed THIRTY-THREE THOUSAND TWO HUNDRED NINETY-TWO DOLLARS ($33,292.00) over one year.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Mohammed Burny for tuition reimbursement for an amount not to exceed THIRTY-THREE THOUSAND TWO HUNDRED NINETY-TWO DOLLARS ($33,292.00) over one year, charging and payable from 11101.101100.52.52602.2025."
2025-1675,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7271136&GUID=36D02149-A08B-4D6D-A09C-CAF0FDD3EFEF&Options=&Search=,"title
Resolution providing for the sale of certain property, in the 23rd Ward, in the First (1st) Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The City Solicitor is hereby authorized to petition the Court of Common Pleas of Allegheny County for the sale of the following property, acquired at tax sale in accordance with Act No. 171 of 1984.  The advertisement of sale and deed to contain a stipulation that the property is being sold subject to all zoning, building and subdivision laws and ordinances, and the cost of the Court proceedings to be paid from Special Trust Fund, Three Taxing Bodies.  Any and All properties contained in this Resolution may be the subject of advertising for sale by the Finance Department.
  East Side Property c/o Linda Handley
PURCHASE PRICE: Three Thousand Seven Hundred Fifty-five Dollars and No Cents ($3,755.00)
Green Space & Parking - Residential
LOT: 22.60 X AVG 69.68
LOCATION: 0 Itin Street (COUNCIL DISTRICT: 1)
ACQUIRED: December 18, 2020 T/S# 106
WARD: 23 BLOCK & LOT: 24-F-44
COUNCIL DISTRICT: 1
  Section 2.                     Any Resolutions or Ordinances inconsistent with the provisions of this Resolution are hereby repealed to the extent of the conflict or inconsistency."
2025-1675,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7271136&GUID=36D02149-A08B-4D6D-A09C-CAF0FDD3EFEF&Options=&Search=,"title
Resolution providing for the sale of certain property, in the 23rd Ward, in the First (1st) Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The City Solicitor is hereby authorized to petition the Court of Common Pleas of Allegheny County for the sale of the following property, acquired at tax sale in accordance with Act No. 171 of 1984.  The advertisement of sale and deed to contain a stipulation that the property is being sold subject to all zoning, building and subdivision laws and ordinances, and the cost of the Court proceedings to be paid from Special Trust Fund, Three Taxing Bodies.  Any and All properties contained in this Resolution may be the subject of advertising for sale by the Finance Department.
  East Side Property c/o Linda Handley
PURCHASE PRICE: Three Thousand Seven Hundred Fifty-five Dollars and No Cents ($3,755.00)
Green Space & Parking - Residential
LOT: 22.60 X AVG 69.68
LOCATION: 0 Itin Street (COUNCIL DISTRICT: 1)
ACQUIRED: December 18, 2020 T/S# 106
WARD: 23 BLOCK & LOT: 24-F-44
COUNCIL DISTRICT: 1
  Section 2.                     Any Resolutions or Ordinances inconsistent with the provisions of this Resolution are hereby repealed to the extent of the conflict or inconsistency."
2025-1675,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7271136&GUID=36D02149-A08B-4D6D-A09C-CAF0FDD3EFEF&Options=&Search=,"title
Resolution providing for the sale of certain property, in the 23rd Ward, in the First (1st) Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The City Solicitor is hereby authorized to petition the Court of Common Pleas of Allegheny County for the sale of the following property, acquired at tax sale in accordance with Act No. 171 of 1984.  The advertisement of sale and deed to contain a stipulation that the property is being sold subject to all zoning, building and subdivision laws and ordinances, and the cost of the Court proceedings to be paid from Special Trust Fund, Three Taxing Bodies.  Any and All properties contained in this Resolution may be the subject of advertising for sale by the Finance Department.
  East Side Property c/o Linda Handley
PURCHASE PRICE: Three Thousand Seven Hundred Fifty-five Dollars and No Cents ($3,755.00)
Green Space & Parking - Residential
LOT: 22.60 X AVG 69.68
LOCATION: 0 Itin Street (COUNCIL DISTRICT: 1)
ACQUIRED: December 18, 2020 T/S# 106
WARD: 23 BLOCK & LOT: 24-F-44
COUNCIL DISTRICT: 1
  Section 2.                     Any Resolutions or Ordinances inconsistent with the provisions of this Resolution are hereby repealed to the extent of the conflict or inconsistency."
