item,link,text
2025-1695,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285484&GUID=38190101-F430-4523-8100-793BD0A0B7BF&Options=&Search=,"title
WHEREAS, Michele Wazny, affectionately known by many as “Maggie,” has dedicated an extraordinary 54 years of service to the Carnegie Library of Pittsburgh; and,
  body
WHEREAS, she began her journey in 1971 as a teenager at the Main Library in Oakland, and for the past 32 years has been a cherished presence at CLP-Mt. Washington, faithfully serving the community; and,
  WHEREAS, Maggie has demonstrated unwavering dedication to literacy and learning, always staying current with popular and meaningful books to recommend to patrons, and generously offering tours of the CLP-Mt. Washington branch, sharing its rich history with visitors; and,
  WHEREAS, generations of community members who once visited the library as children now return with their own families, warmly recognizing and reconnecting with Michele, a beloved figure in the neighborhood; and,
  WHEREAS, a proud resident of Mt. Washington for over 60 years, Maggie shared her life there with her late husband David, a local barber, further embedding her legacy in the fabric of the community; and,
  NOW, THEREFORE BE IT RESOLVED, that the Council of the City of Pittsburgh does hereby recognize Michele Wazny for her dedicated service to the Carnegie Library of Pittsburgh and congratulate her upon her retirement; and,
  BE IT FURTHER RESOLVED that the Council of the City of Pittsburgh does hereby declare Thursday, April 3, 2025 to be “Michele Wazny Day” in the City of Pittsburgh."
2025-1696,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285589&GUID=9776A8F1-96FF-4FC6-B95D-7BEDDB5A8F96&Options=&Search=,"title
WHEREAS, the City of Pittsburgh takes great pride in recognizing and celebrating the distinguished legacy and ongoing impact of the Pittsburgh Alumnae Chapter of Delta Sigma Theta Sorority, Incorporated, and its members, as they commemorate Delta Days in Pittsburgh 2025; and,
  body
WHEREAS, Delta Sigma Theta Sorority, Incorporated was founded on January 13, 1913, by twenty-two visionary collegiate women of African-American descent at Howard University, who committed themselves to the principles of scholarship, sisterhood, and service; and,
  WHEREAS, for more than a century, Delta Sigma Theta Sorority, Inc. has remained at the forefront of social change, guided by its Five-Point Programmatic Thrust, which focuses on Economic Development, Educational Development, International Awareness and Involvement, Physical and Mental Health, and SOCIAL ACTION; and,
  WHEREAS, the Pittsburgh Alumnae Chapter, chartered in 1927, has for nearly a century demonstrated, through its members, unwavering dedication to advancing the public good, meeting the evolving needs of the community through innovative programming, bold advocacy, and a steadfast commitment to social justice; and,
  WHEREAS, Delta Days in Pittsburgh serves as an extension of a nationally recognized tradition that engages Delta members in meaningful dialogue with civic leaders at every level of government-including the United States Capitol, state legislatures, and the United Nations-and reflects Delta Sigma Theta Sorority, Inc.’s continued mission to promote leadership, advocacy, and empowerment to effect social change and policies; and,
  WHEREAS, Delta Sigma Theta Sorority, Inc. boasts an international membership exceeding 350,000 women of distinction, with more than 275 members belonging to the Pittsburgh Alumnae Chapter. These members have made notable contributions to civic life, education, health equity, and social impact in Pittsburgh, serving across sectors while exemplifying the highest standards of public service and community uplift;
  NOW, THEREFORE BE IT RESOLVED, that the Council of the City of Pittsburgh does hereby declare April 1, 2025 to be “Delta Sigma Theta Sorority Day” in the City of Pittsburgh."
2025-1698,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7286857&GUID=33326D4E-A91E-447D-8122-99D5E68C49AE&Options=&Search=,"title
WHEREAS, Dr. Shamika Zyhier is a professor of nursing at Robert Morris University with 20 years of experience in the clinical field. She comes with diverse experience in the nursing field as a critical care clinician specializing in cardiovascular, thoracic, and open-heart transplant surgery patient care; and, 
  body
WHEREAS, before beginning her nursing career, Dr. Zyhier worked as an accounting associate at the United Negro College Fund in New York City. Upon relocating to Pittsburgh, she transitioned into the tech industry, holding roles as a software programmer, systems analyst, and database administrator. She later served as director of operations for an underground line locating company, overseeing services across Pennsylvania, West Virginia, New York, New Jersey, Texas, South Dakota, and Missouri for 18 years; and, 
  WHEREAS, she earned two undergraduate degrees before pursuing nursing-one in accounting from the City University of New York and another in software programming from the Community College of Allegheny County. Following the events of September 11, 2001, she returned to school and obtained her nursing diploma from the West Penn Hospital School of Nursing; and,
  WHEREAS, she went on to earn her Bachelor of Science in Nursing (BSN) from Clarion University, followed by a Master of Science in Nursing (MSN) with a focus in Education from Robert Morris University. She later completed her Ph.D. in Instructional Management and Leadership, also at Robert Morris University; and,
  WHEREAS, Shamika aligns her learning and mentoring with the work of Marion Wright Edelman which encourages us to use, “education for improving the lives of others and leaving your community and world better than you found it”; and,
  WHEREAS, she celebrates her life with Sharif Allah Zyhier, her husband of 50 years, and their 7 children, 16 grandchildren, and 3 great grandchildren; and,
  NOW, THEREFORE BE IT RESOLVED, that the Council of the City of Pittsburgh does hereby recognize Shamika Zyhier and commend her for her dedicated service in helping others; and,
  BE IT FURTHER RESOLVED that the Council of the City of Pittsburgh does hereby declare Wednesday, April 2, 2025 to be “Shamika Zyhier Day” in the City of Pittsburgh."
2025-1681,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285457&GUID=FB2B26CE-649E-4BB7-ACCF-7F7F35F2FA36&Options=&Search=,"title
Resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed FIFTY-TWO THOUSAND DOLLARS, NINE HUNDRED, SIXTY-TWO DOLLARS and TWENTY-FOUR CENTS ($52,962.24).
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed FIFTY-TWO THOUSAND DOLLARS, NINE HUNDRED, SIXTY-TWO DOLLARS and TWENTY-FOUR CENTS ($52,962.24) chargeable to and payable from 11101.102200.53.53101.2025."
2025-1682,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285458&GUID=0FACBC77-B53D-43F0-A520-1242BEA0181A&Options=&Search=,"title
Resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utility Commission (“PUC”) in the amount of Seventy-Two Thousand Five Hundred Dollars ($72,500.00) for delinquent debts owed by the City of Pittsburgh for 811 damage prevention calls.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of the Pennsylvania Public Utility Commission (“PUC”) in the amount of Seventy-Two Thousand Five Hundred Dollars ($72,500.00) for delinquent debts owed by the City of Pittsburgh for 811 damage prevention calls, chargeable to and payable from 11101.600000.53.53101.2025."
2025-1683,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285459&GUID=D87BB8B1-B36B-4C12-ABAC-A90134399AED&Options=&Search=,"title
Resolution repealing Resolution 366 of 2019, effective June 14, 2019, authorizing the Urban Redevelopment Authority of Pittsburgh to acquire all the City's Right, Title and Interest, if any, in and to the Publicly-Owned property in the 15th Ward of the City of Pittsburgh designated in the Deed Registry Office of Allegheny County as Block 56-B, Lot 345 (Council District No. 5) at no cost to the City.
  body
Whereas, the Council of the City of Pittsburgh gave approval for the acquisition by the Urban Redevelopment Authority of Pittsburgh in Resolution 366 of 2019.
  Whereas, the Urban Redevelopment Authority seeks to repeal the resolution authorizing its acquisition of the above parcel.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution 366 of 2019 is hereby repealed.
  Section 2.                     That the Urban Redevelopment Authority of Pittsburgh authorizes the relinquishment of its interest over property in the 15th Ward of the City of Pittsburgh designated in the Deed Registry Office of Allegheny County as Block 56-B, Lot 345, with said repeal."
2025-1684,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285460&GUID=05CA6BC7-45B0-44FF-9D6C-B9575A120E23&Options=&Search=,"title
Resolution approving execution of a Contract for Disposition by Sale of Land between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank for the sale of Block 10-J, Lots 259 and 260, in the 5th Ward of the City of Pittsburgh (Erin Street - Council District No. 6), at no cost to the City.
  body
Whereas, the Urban Redevelopment Authority of Pittsburgh has requested authorization to execute a Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank, in connection with the sale of Block 10-J, Lots 259 and 260, in the 5th Ward of the City of Pittsburgh, for the sum of $16,290 plus costs.
  Whereas, the proposed Contract includes property located in the redevelopment area known as the Greater Hill District Redevelopment Area; and
  Whereas, the Council of the City of Pittsburgh believes that the proposed Contract is in the best interest of the City of Pittsburgh and desires to give its approval in accordance with the provisions of the Urban Redevelopment Law.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     That execution of the Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank, for the sale of Block 10-J, Lots 259 and 260, in the 5th Ward of the City of Pittsburgh, for the sum of $16,290 plus costs."
2025-1685,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285461&GUID=E9CDB350-2F2D-4E25-8C0C-62B889B4208D&Options=&Search=,"title
Resolution approving execution of a Contract for Disposition by Sale of Land between the Urban Redevelopment Authority of Pittsburgh and Island Avenue Holdings, LLC, for the sale of Block 21-D, Lot 42-A, in the 27th Ward of the City of Pittsburgh (Island Avenue - Council District No. 2), at no cost to the City.
  body
Whereas, the Urban Redevelopment Authority of Pittsburgh has requested authorization to execute a Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and Island Avenue Holdings, LLC, for the sale of Block 21-D, Lot 42-A, in the 27th Ward of the City of Pittsburgh, for the sum of $3,600 plus costs;
  Whereas, the proposed Contract includes property that was purchased using the Industrial Land Reserve Fund; and
  Whereas, the Council of the City of Pittsburgh believes that the proposed Contract is in the best interest of the City of Pittsburgh and desires to give its approval in accordance with the provisions of the Urban Redevelopment Law.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     That execution of the Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and Island Avenue Holdings, LLC, for the sale of Block 21-D, Lot 42-A, in the 27th Ward of the City of Pittsburgh for the sum of $3,600 plus costs, be and the same is hereby approved."
2025-1686,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285462&GUID=2FA4573E-4EDF-4CD4-9DC8-200E46798866&Options=&Search=,"title
Resolution approving execution of a Contract for Disposition by Sale of Land between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank for the sale of Block 83-A, Lot 48, in the 11th Ward of the City of Pittsburgh (N Aiken Avenue - Council District No. 9), at no cost to the City.
  body
Whereas, the Urban Redevelopment Authority of Pittsburgh has requested authorization to execute a Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank for the sale of Block 83-A, Lot 48, in the 11th Ward of the City of Pittsburgh, for the sum of $48,500 plus costs;
  Whereas, the proposed Contract includes property that was purchased using the Residential Land Reserve Fund; and
  Whereas, the Council of the City of Pittsburgh believes that the proposed Contract is in the best interest of the City of Pittsburgh and desires to give its approval in accordance with the provisions of the Urban Redevelopment Law.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     That execution of the Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank for the sale of Block 83-A, Lot 48, in the 11th Ward of the City of Pittsburgh for the sum of $48,500 plus costs, be and the same is hereby approved."
2025-1687,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285463&GUID=173EA5EA-AEE4-47A5-A17B-CD8F8FFA921D&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024, charging same to Code 11101.108000.58.58105.2025."
