item,link,text
2025-1737,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300872&GUID=134D276E-2796-4D02-A022-364C37C08424&Options=&Search=,"title
WHEREAS, Bessie Lee Harris, born Saturday, May 2, 1925, in North Wilkesboro, North Carolina.  Mrs. Harris graduated from Lincoln Heights High School, Class of 1943. Shortly after graduation, Bessie moved north and made her home in Pittsburgh, Pennsylvania and,
  body
WHEREAS, Bessie loved to travel and was an avid card player - famously hosting lively card parties. Bessie is a multitalented woman who earned a Food Service Supervisor Training certificate from Pittsburgh Public Schools on January 31, 1969. As a proud union member and activist, Mrs. Harris stood at the forefront of critical change - including marching in rallies at the Pittsburgh Federal Building and demanding equity for black health insurance coverage. Bessie’s efforts weren’t without recognition, her courage and unwavering featured her in the Pittsburgh Post-Gazette and,
  WHEREAS, Bessie is the proud mother of 5 children - 4 daughters (one now deceased) and 1 son. Mrs. Harris has been blessed with 10 grandchildren and 19 great-grandchildren. Her family includes Barbara (deceased), Zinna, Gay, JoAnn, and Ray, and a host of beautiful descendants who carry her spirit forward and,
  NOW, THEREFORE BE IT RESOLVED, that the Council of the City of Pittsburgh does hereby recognize and congratulate Bessie Lee Harris proud mother, activist, union member, and lively host for her commitment to community, serving our youth, and has been a proud resident of Pittsburgh for over 56 years and,
  BE IT FURTHER RESOLVED that the Council of the City of Pittsburgh does hereby declare, Friday, May 2nd, 2025, to be “Bessie Lee Harris Day” in the City of Pittsburgh."
2025-1738,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7302718&GUID=5E3FA572-C63B-4881-81C3-A01322821D18&Options=&Search=,"title
Ordinance amending the Pittsburgh Code of Ordinances Title 5, Traffic; Article VII, Parking; Chapter 549, Residential Parking Permit Program to clarify the regulations for posting of signage.
  body
The Council of the City of Pittsburgh hereby enacts as follows:
  Section 1.                     § 549.09 Posting Signs Indicating Restrictions; Enforcement.
  (a) Upon adoption of a resolution establishing a residential parking permit program, the Director of the Department of Mobility and Infrastructure shall cause appropriate signs to be erected in the residential parking permit area indicating prominently thereon the parking restrictions associated therewith and, if any area is a hybrid residential parking permit area, the parking rates and time limits associated therewith.
  (b) Signs may only be posted and regulations enforced on blockfaces in the residential parking permit area that are located in a Residential Zoning District per Chapter 903 of the Code or in any of the following zoning districts: H, UPR-B, RIV-RM, GPR, OPR-A, or RP. Signs may only be posted and regulations enforced in non-residential zoning districts in Hybrid RPP areas or at the discretion of the Parking Permit Officer.
  (c) Residential parking permit areas with dynamic hours shall not have enforcement between 2:00 a.m. and 8:00 a.m. on any day. No residential parking permit areas with a dynamic hours designation shall be enforced on Sundays between 2:00 a.m. and 11:59 p.m. Evening enforcement shall only occur in a Parking Enhancement District per Section 546 of City Code."
2025-1738,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7302718&GUID=5E3FA572-C63B-4881-81C3-A01322821D18&Options=&Search=,"title
Ordinance amending the Pittsburgh Code of Ordinances Title 5, Traffic; Article VII, Parking; Chapter 549, Residential Parking Permit Program to clarify the regulations for posting of signage.
  body
The Council of the City of Pittsburgh hereby enacts as follows:
  Section 1.                     § 549.09 Posting Signs Indicating Restrictions; Enforcement.
  (a) Upon adoption of a resolution establishing a residential parking permit program, the Director of the Department of Mobility and Infrastructure shall cause appropriate signs to be erected in the residential parking permit area indicating prominently thereon the parking restrictions associated therewith and, if any area is a hybrid residential parking permit area, the parking rates and time limits associated therewith.
  (b) Signs may only be posted and regulations enforced on blockfaces in the residential parking permit area that are located in a Residential Zoning District per Chapter 903 of the Code or in any of the following zoning districts: H, UPR-B, RIV-RM, GPR, OPR-A, or RP. Signs may only be posted and regulations enforced in non-residential zoning districts in Hybrid RPP areas or at the discretion of the Parking Permit Officer.
  (c) Residential parking permit areas with dynamic hours shall not have enforcement between 2:00 a.m. and 8:00 a.m. on any day. No residential parking permit areas with a dynamic hours designation shall be enforced on Sundays between 2:00 a.m. and 11:59 p.m. Evening enforcement shall only occur in a Parking Enhancement District per Section 546 of City Code."
2025-1739,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7302719&GUID=89726ED7-2EC6-4284-865F-946B92D9EE15&Options=&Search=,"title
Resolution amending Resolution 98 of 2017, providing for the implementation of a Residential Permit Parking Program (RPPP) Area ‘KK’ in the South Side Flats to expand the streets pursuant to Pittsburgh City Code Chapter 549.
  body
Whereas, the Office of Council District 3 submitted a request to the Department of Mobility and Infrastructure (DOMI) to expand RPP Area KK,
  Whereas, the DOMI has completed a parking study and analysis and recommended specific blocks for addition to Area KK,
    Be it resolved, that Resolution No. 98-2017 is hereby amended as follows:
  Section 1.                     As provided by the Pittsburgh City Code, Chapter 549, entitled ""Residential Parking Permit Program,"" a parking management plan is adopted as follows:
  For the Area bounded by: Bingham Street, from S. 16th Street to S. 17th Street; East Carson Street, from S. 15th Street to S. 16th Street (odd numbered addresses only) and from S. 17th Street to S. 25th Street (odd number addresses only); Fox Way, from S. 18th Street to S. 24th Street Fox Way, from S. 17th Street to S. 24th Street; Merriman Street, from S. 17th Street to S. 22nd Street; Sidney Street, from S. 17th Street to S. 25th Street; Wharton Street, from S. 17th Street to S. 22nd Street; Wrights Way, from S. 17th Street to S. 25th Street; S. 16th Street, from Muriel Street to its terminus S. 16th Street, from East Carson Street to its terminus; S. 17th Street, from Sidney Street to its terminus S. 17th Street, from Bingham Street to its terminus; S. 18th Street, from E. Carson Street to the South Side Park Riverfront Park Access Road; S. 19th Street, from E. Carson Street to Merriman Street; S. 20th Street, from E. Carson Street to Wharton Street; S. 21st Street, from Sidney Street to Fox Way; S. 22nd Street, from Sidney Street to Wharton Street; S. 23rd Street, from E. Carson Street to Fox Way Wharton Street; S. 24th Street, from E. Carson Street to Fox Way; S. 25th Street, from E. Carson Street to Sidney Street (even number addresses only)."
2025-1739,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7302719&GUID=89726ED7-2EC6-4284-865F-946B92D9EE15&Options=&Search=,"title
Resolution amending Resolution 98 of 2017, providing for the implementation of a Residential Permit Parking Program (RPPP) Area ‘KK’ in the South Side Flats to expand the streets pursuant to Pittsburgh City Code Chapter 549.
  body
Whereas, the Office of Council District 3 submitted a request to the Department of Mobility and Infrastructure (DOMI) to expand RPP Area KK,
  Whereas, the DOMI has completed a parking study and analysis and recommended specific blocks for addition to Area KK,
    Be it resolved, that Resolution No. 98-2017 is hereby amended as follows:
  Section 1.                     As provided by the Pittsburgh City Code, Chapter 549, entitled ""Residential Parking Permit Program,"" a parking management plan is adopted as follows:
  For the Area bounded by: Bingham Street, from S. 16th Street to S. 17th Street; East Carson Street, from S. 15th Street to S. 16th Street (odd numbered addresses only) and from S. 17th Street to S. 25th Street (odd number addresses only); Fox Way, from S. 18th Street to S. 24th Street Fox Way, from S. 17th Street to S. 24th Street; Merriman Street, from S. 17th Street to S. 22nd Street; Sidney Street, from S. 17th Street to S. 25th Street; Wharton Street, from S. 17th Street to S. 22nd Street; Wrights Way, from S. 17th Street to S. 25th Street; S. 16th Street, from Muriel Street to its terminus S. 16th Street, from East Carson Street to its terminus; S. 17th Street, from Sidney Street to its terminus S. 17th Street, from Bingham Street to its terminus; S. 18th Street, from E. Carson Street to the South Side Park Riverfront Park Access Road; S. 19th Street, from E. Carson Street to Merriman Street; S. 20th Street, from E. Carson Street to Wharton Street; S. 21st Street, from Sidney Street to Fox Way; S. 22nd Street, from Sidney Street to Wharton Street; S. 23rd Street, from E. Carson Street to Fox Way Wharton Street; S. 24th Street, from E. Carson Street to Fox Way; S. 25th Street, from E. Carson Street to Sidney Street (even number addresses only)."
2025-1727,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300862&GUID=C4F18D21-AAC0-4C2F-BF1F-1E00650C36FA&Options=&Search=,"Title
Resolution authorizing The Pittsburgh Land Bank to acquire all the City's Right, Title and Interest, if any, in and to the Publicly-Owned property in the 30th Ward of the City of Pittsburgh designated in the Deed Registry Office of Allegheny County as Block 33-K, Lot 128 (219 Reifert Street - Council District No. 3), at no cost to the City.
  Body
Whereas, The Pittsburgh Land Bank desires to acquire all the City’s right, title and interest, if any, in and to the above-listed publicly-owned property in the 30th Ward of the City of Pittsburgh, for the sum of $1.00 plus all necessary and incidental expenses in connection with such acquisition.
  Whereas, the Council of the City of Pittsburgh desires to give approval to the acquisition by The Pittsburgh Land Bank.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     That The Pittsburgh Land Bank is hereby authorized to acquire, for the sum of $1.00 plus all necessary and incidental expenses in connection with such acquisition, all the City's right, title and interest, if any, in and to the publicly-owned property known as Block 33-K, Lot 128 (219 Reifert Street), in the 30th Ward of the City of Pittsburgh.
  Section 2.                     That The Pittsburgh Land Bank is authorized to incur said necessary and incidental expenses in connection with said acquisition."
2025-1728,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300863&GUID=C9B601B3-FA5A-44CA-9B15-F850D84E44E8&Options=&Search=,"Title
Resolution authorizing the Mayor and the City Solicitor to enter into a Professional Services Agreement with Fragomen, Del Rey, Bernsen & Loewy, LLP, in an amount not to exceed FORTY THOUSAND DOLLARS AND ZERO CENTS ($40,000.00) over one year, for professional services in connection with immigration matters.
(Executive Session held 4/15/25)
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a Professional Services Agreement with Fragomen, Del Rey, Bernsen & Loewy, LLP, in an amount not to exceed FORTY THOUSAND DOLLARS AND ZERO CENTS ($40,000.00) over one year, charging and payable from 11101.108000.53.53517.2025.
  Section 2.                     Said Agreement or Agreements shall be in a from approved by the City Solicitor."
2025-1729,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300864&GUID=EA7746E4-1D50-4234-A2FE-55C7BE5F3346&Options=&Search=,"Title
Resolution authorizing the Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, to enter into an ownership and maintenance agreement with Almono, LP for six bus shelters to be constructed along Second Avenue and Blair Street in the Hazelwood neighborhood, at no cost to the city.
  Body
WHEREAS, Almono, LP, and the City’s Department of Mobility and Infrastructure seek to facilitate creation of new bus shelters in the City located on Second Avenue and Blair Street; and
  WHEREAS, Almono, LP, will design, construct, own, and maintain the new bus shelters for a designated period of time, subject to further extensions; and
  WHEREAS, the City’s Department of Mobility and Infrastructure has approved the location and placement of the new bus shelters; and
  WHEREAS, the City and Almono, LP, wish to enter into an ownership and maintenance agreement to memorialize terms and conditions concerning the new bus shelters.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are authorized to enter into an ownership and maintenance agreement with Almono, LP concerning six bus shelters to be constructed along Second Avenue and Blair Street in the Hazelwood neighborhood, at no cost to the City."
2025-1730,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300865&GUID=B76DFD7F-2CCE-4D9E-A80F-99FCAAA70834&Options=&Search=,"Title
Resolution appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term to expire April 1, 2029.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
2025-1731,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7300866&GUID=131EF916-0233-462C-B1DE-FF6249466786&Options=&Search=,"Title
Resolution appointment of Elliott Williams as a Member of the Shade Tree Commission with a term to expire April 1, 2029.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
