rank,label,headline,score_mu,score_sigma,score_95ci
1,O5,Council approves ordinance to increase paid sick leave accrual rates and maximum hours,43.4,2.89,5.66
2,O23,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks,41.48,2.52,4.93
3,O18,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",40.05,2.49,4.88
4,O17,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,37.54,2.34,4.58
5,O15,Council approves public hearing to address citywide trash problem,37.49,2.4,4.7
6,O19,"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",34.41,2.33,4.57
7,O10,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property,34.16,2.36,4.63
8,O3,"Council authorizes $40,000 contract for immigration legal services with Fragomen firm",32.47,2.37,4.64
9,O6,"Council approves reduced $450,000 grant for Penn Avenue lighting project",32.15,2.36,4.63
10,O26,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment",31.79,2.31,4.52
11,O4,Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,29.34,2.34,4.59
12,O11,Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property,27.19,2.37,4.64
13,O13,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500",27.04,2.34,4.58
14,O22,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats,24.68,2.27,4.45
15,O7,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",24.18,2.3,4.5
16,O2,Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost,22.49,2.34,4.59
17,O9,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts",22.19,2.31,4.53
18,O1,Council waives rules to advance expansion of Residential Permit Parking Area KK in South Side Flats,22.09,2.48,4.85
19,O12,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,19.55,2.35,4.6
20,O14,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,19.34,2.4,4.7
21,O21,Council approves ordinance clarifying residential parking permit signage rules,18.38,2.51,4.92
22,O25,Council approves sewage plan revision for 215 South 21st Street development at no cost to city,15.26,2.53,4.95
23,O16,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,13.68,2.5,4.9
24,O20,Council holds resolution on waste operations agreement with University of Pittsburgh for one week,13.58,2.59,5.07
25,O0,Council refers ordinance clarifying residential parking permit signage rules to committee,12.27,3.06,5.99
26,O8,"Council approves $52,962 payment for Pennsylvania Municipal League subscription",8.6,3.1,6.07
27,O24,Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,5.69,3.2,6.27
