rank,label,headline,score_mu,score_sigma,score_95ci
1,G24,City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,31.64,1.63,3.2
2,G26,Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,30.71,1.7,3.34
3,G29,"Council recommends an additional $382,000 for the Haverhill road and stormwater project.",29.25,1.58,3.1
4,G18,"Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.",28.43,1.52,2.99
5,G1,"City to pay $72,500 for overdue damage prevention debts.",28.35,1.53,3.01
6,M12,Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks,28.13,1.49,2.92
7,G17,City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,27.92,1.49,2.92
8,G20,Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,27.57,1.5,2.94
9,G12,"City Council approves $35,025 for portable restrooms in city parks.",27.45,1.47,2.88
10,G14,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.",27.01,1.47,2.88
11,G22,"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.",27.0,1.49,2.91
12,G28,"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.",26.78,1.52,2.98
13,G11,"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",25.85,1.49,2.91
14,G15,"City Council approves $17,204 to renew flood control authority membership.",25.82,1.46,2.86
15,G30,City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,25.79,1.43,2.81
16,G23,"City accepts a reduced $250,000 state grant for the Smallman Street project.",25.73,1.5,2.94
17,G21,City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,25.6,1.48,2.9
18,G10,City Council authorizes 56 additional contracts for on-call professional services.,25.24,1.48,2.89
19,M22,Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages,25.14,1.49,2.91
20,G9,City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.,25.04,1.47,2.87
21,G2,Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,25.02,1.46,2.85
22,G25,"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.",24.91,1.46,2.86
23,G16,City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,24.62,1.46,2.86
24,G6,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",24.32,1.49,2.92
25,G8,Council introduces a resolution to transfer salary funds for staff tuition reimbursement.,23.65,1.48,2.9
26,G0,"Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.",23.3,1.52,2.98
27,G3,Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.,23.1,1.54,3.02
28,G19,Council recommends switching to USI Insurance Services as the city's new insurance broker.,22.26,1.51,2.96
29,G5,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.",21.93,1.54,3.01
30,M10,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,21.74,1.61,3.16
31,G7,"Additional $115,170 proposed for Fort Pitt Park improvement designs.",21.68,1.53,2.99
32,M26,14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing,20.3,1.55,3.05
33,G4,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",19.83,1.61,3.16
34,G13,"Council approves an $11,424 one-year contract for Law Department software support.",19.59,1.55,3.05
35,G27,Council holds vote on Downing Street steps agreement for six weeks.,19.3,1.55,3.04
